dest_room,bill_room,date,time,orders,menu_id,prefix_room,name,price,category,capacity,type
L19,L19,2016-04-02,16:37:00,2,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L19,2016-03-31,17:43:00,4,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,L19,2016-03-26,22:09:00,3,0,L,water,2.5,drink,50,conference_room_large
L19,L19,2016-03-28,06:02:00,2,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
L19,L19,2016-03-24,02:27:00,5,12,L,spareribs,17.0,dinner,50,conference_room_large
S38,S38,2016-02-01,01:16:00,3,0,S,water,2.5,drink,15,conference_room_small
S40,S40,2016-01-29,06:21:00,3,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,S48,2016-03-15,14:43:00,2,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
S48,S48,2016-03-20,15:44:00,4,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S50,2016-03-19,01:00:00,4,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S50,2016-03-17,16:53:00,2,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
restaurant,L6,2016-03-04,07:04:00,3,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,S56,2016-01-07,18:33:00,2,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,L18,2016-01-27,15:47:00,2,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
L19,L19,2016-01-28,09:05:00,4,0,L,water,2.5,drink,50,conference_room_large
L20,L20,2016-01-15,02:47:00,1,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,S27,2016-02-26,09:45:00,5,12,S,spareribs,17.0,dinner,15,conference_room_small
S29,S29,2016-02-29,20:40:00,1,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
restaurant,S30,2016-02-28,18:01:00,2,12,S,spareribs,17.0,dinner,15,conference_room_small
restaurant,S31,2016-02-29,11:35:00,5,14,S,coffee,3.0,drink,15,conference_room_small
restaurant,S111,2016-01-12,01:16:00,5,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S111,2016-01-18,14:04:00,3,7,S,simple-lunch,5.0,lunch,15,conference_room_small
S29,S29,2016-01-24,02:09:00,2,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
S29,S29,2016-01-22,13:48:00,3,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
S30,S30,2016-01-29,14:07:00,3,14,S,coffee,3.0,drink,15,conference_room_small
restaurant,S30,2016-01-26,20:18:00,4,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S52,2016-03-17,16:00:00,4,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S52,2016-03-18,05:08:00,4,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
L29,L29,2016-02-29,08:42:00,3,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
L29,L29,2016-02-28,18:02:00,5,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L29,2016-03-07,23:35:00,3,12,L,spareribs,17.0,dinner,50,conference_room_large
L29,L29,2016-03-06,20:30:00,2,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L30,2016-02-29,19:21:00,1,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L30,2016-03-05,12:37:00,2,0,L,water,2.5,drink,50,conference_room_large
restaurant,L30,2016-03-01,12:27:00,3,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,L31,2016-03-08,18:00:00,5,12,L,spareribs,17.0,dinner,50,conference_room_large
L31,L31,2016-03-04,15:03:00,4,14,L,coffee,3.0,drink,50,conference_room_large
L13,L13,2016-02-17,19:00:00,1,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,N100,2016-03-16,17:59:00,5,7,N,simple-lunch,5.0,lunch,1,normal_room
restaurant,S34,2016-02-12,07:52:00,2,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
restaurant,S34,2016-02-17,14:25:00,2,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S35,2016-02-17,14:07:00,2,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S35,2016-02-18,15:52:00,1,1,S,soft-drink,3.0,drink,15,conference_room_small
S57,S57,2016-01-07,11:20:00,4,7,S,simple-lunch,5.0,lunch,15,conference_room_small
restaurant,S58,2016-01-07,06:42:00,5,0,S,water,2.5,drink,15,conference_room_small
L21,L21,2016-02-17,11:47:00,3,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
L21,L21,2016-02-08,21:15:00,1,15,L,tea,2.5,drink,50,conference_room_large
L21,L21,2016-02-13,22:52:00,4,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,L21,2016-02-09,06:16:00,5,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,L21,2016-02-09,13:41:00,2,15,L,tea,2.5,drink,50,conference_room_large
restaurant,L21,2016-02-16,10:18:00,5,15,L,tea,2.5,drink,50,conference_room_large
L21,L21,2016-02-13,07:37:00,2,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L30,2016-03-25,11:28:00,4,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
L30,L30,2016-03-23,00:25:00,1,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,L30,2016-03-23,04:51:00,3,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L30,2016-03-20,14:59:00,4,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L30,2016-03-23,16:41:00,3,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L30,2016-03-19,09:07:00,3,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L30,2016-03-22,20:34:00,1,12,L,spareribs,17.0,dinner,50,conference_room_large
N35,N35,2016-03-16,07:13:00,2,3,N,wine,3.5,alcoholic-drink,1,normal_room
N83,N83,2016-03-15,01:55:00,2,15,N,tea,2.5,drink,1,normal_room
restaurant,S112,2016-01-14,12:43:00,1,14,S,coffee,3.0,drink,15,conference_room_small
S70,S70,2016-03-20,19:42:00,3,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
S42,S42,2016-02-03,12:44:00,1,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
restaurant,S43,2016-02-01,02:10:00,5,13,S,super soup,14.0,dinner,15,conference_room_small
L19,L19,2016-02-02,22:28:00,5,0,L,water,2.5,drink,50,conference_room_large
restaurant,L1,2016-01-05,12:27:00,2,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,S31,2016-03-26,13:22:00,4,0,S,water,2.5,drink,15,conference_room_small
restaurant,N70,2016-02-04,14:35:00,1,3,N,wine,3.5,alcoholic-drink,1,normal_room
N71,N71,2016-02-12,01:39:00,3,10,N,surf 'n turf,17.0,dinner,1,normal_room
L14,L14,2016-03-21,12:33:00,3,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
restaurant,L14,2016-03-22,01:23:00,1,15,L,tea,2.5,drink,50,conference_room_large
restaurant,L42,2016-03-10,21:37:00,3,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,S113,2016-01-09,22:15:00,1,15,S,tea,2.5,drink,15,conference_room_small
restaurant,S113,2016-01-10,06:22:00,4,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,S113,2016-01-10,15:05:00,5,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,L17,2016-01-20,06:02:00,1,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
L21,L21,2016-01-20,07:59:00,1,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
L21,L21,2016-01-20,16:53:00,1,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L22,2016-02-04,11:33:00,2,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
L22,L22,2016-02-09,08:51:00,5,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,S30,2016-02-02,20:05:00,5,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
L19,L19,2016-02-06,09:32:00,2,7,L,simple-lunch,5.0,lunch,50,conference_room_large
X22,X22,2016-02-07,15:11:00,5,11,X,vegetarian lasagna,16.0,dinner,3,deluxe_room
restaurant,L25,2016-01-10,22:53:00,1,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
L25,L25,2016-01-07,09:11:00,5,7,L,simple-lunch,5.0,lunch,50,conference_room_large
restaurant,L25,2016-01-06,08:57:00,4,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
L20,L20,2016-01-31,15:46:00,5,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
L28,L28,2016-03-17,04:37:00,5,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
L28,L28,2016-03-17,10:11:00,3,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,L28,2016-03-16,13:49:00,1,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,L29,2016-03-18,18:46:00,4,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
S50,S50,2016-03-04,15:01:00,1,15,S,tea,2.5,drink,15,conference_room_small
S53,S53,2016-03-17,06:40:00,5,14,S,coffee,3.0,drink,15,conference_room_small
S58,S58,2016-03-18,11:52:00,4,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
restaurant,S63,2016-03-18,18:59:00,1,1,S,soft-drink,3.0,drink,15,conference_room_small
restaurant,L26,2016-01-16,16:23:00,2,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
S69,S69,2016-03-13,23:51:00,4,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
S49,S49,2016-01-29,17:57:00,4,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
L27,L27,2016-01-26,16:41:00,1,14,L,coffee,3.0,drink,50,conference_room_large
L27,L27,2016-01-25,12:49:00,3,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L27,2016-01-23,17:47:00,4,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,L27,2016-01-21,19:05:00,1,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
L27,L27,2016-01-25,10:45:00,4,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
L30,L30,2016-03-19,06:26:00,5,13,L,super soup,14.0,dinner,50,conference_room_large
L30,L30,2016-03-20,16:33:00,3,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
S29,S29,2016-03-21,10:35:00,1,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
S30,S30,2016-03-20,04:12:00,2,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
S53,S53,2016-01-30,08:46:00,3,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
restaurant,S71,2016-01-29,23:03:00,4,14,S,coffee,3.0,drink,15,conference_room_small
S72,S72,2016-01-28,03:49:00,2,1,S,soft-drink,3.0,drink,15,conference_room_small
restaurant,S67,2016-03-26,03:32:00,1,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
restaurant,S68,2016-03-29,19:20:00,4,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
restaurant,S91,2016-03-27,08:09:00,5,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
S92,S92,2016-03-29,15:40:00,3,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
restaurant,D35,2016-03-09,03:46:00,1,8,D,deluxe-lunch,10.0,lunch,3,double_room
restaurant,L16,2016-02-25,04:17:00,1,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
L28,L28,2016-01-23,08:05:00,1,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L4,2016-03-27,20:20:00,5,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,L10,2016-03-03,15:19:00,4,15,L,tea,2.5,drink,50,conference_room_large
L26,L26,2016-01-15,23:25:00,2,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,L26,2016-01-16,21:14:00,2,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,L26,2016-01-14,16:26:00,4,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,S25,2016-01-07,08:59:00,5,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S27,2016-01-06,13:06:00,5,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,X20,2016-03-12,13:23:00,1,14,X,coffee,3.0,drink,3,deluxe_room
L27,L27,2016-01-11,00:02:00,1,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,L27,2016-01-18,21:31:00,4,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L27,2016-01-11,02:24:00,5,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
L27,L27,2016-01-18,03:03:00,4,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
L27,L27,2016-01-16,00:32:00,1,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L28,2016-01-12,04:27:00,1,15,L,tea,2.5,drink,50,conference_room_large
L28,L28,2016-01-15,11:55:00,5,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L28,2016-01-09,05:45:00,3,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L28,2016-01-12,06:23:00,3,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L28,2016-01-16,17:11:00,5,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,L28,2016-01-18,09:09:00,2,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
L13,L13,2016-02-05,10:08:00,2,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,S33,2016-02-25,14:49:00,1,14,S,coffee,3.0,drink,15,conference_room_small
X31,X31,2016-03-27,22:34:00,1,13,X,super soup,14.0,dinner,3,deluxe_room
restaurant,S29,2016-01-06,18:25:00,2,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S30,2016-01-07,06:29:00,4,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
L29,L29,2016-01-26,02:36:00,3,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
L29,L29,2016-01-28,11:20:00,4,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
L29,L29,2016-01-24,23:55:00,1,3,L,wine,3.5,alcoholic-drink,50,conference_room_large
L30,L30,2016-01-26,05:11:00,3,7,L,simple-lunch,5.0,lunch,50,conference_room_large
L30,L30,2016-01-25,22:18:00,5,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,L30,2016-01-31,08:48:00,5,0,L,water,2.5,drink,50,conference_room_large
restaurant,L30,2016-01-30,09:25:00,5,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
L30,L30,2016-01-31,12:06:00,2,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
L30,L30,2016-01-24,23:23:00,1,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L29,2016-01-14,09:32:00,4,0,L,water,2.5,drink,50,conference_room_large
restaurant,L29,2016-01-14,00:55:00,5,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L29,2016-01-08,12:17:00,3,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
S81,S81,2016-02-15,17:00:00,3,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S82,2016-02-11,10:09:00,1,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
S82,S82,2016-02-14,03:03:00,5,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,S35,2016-01-07,05:46:00,4,14,S,coffee,3.0,drink,15,conference_room_small
restaurant,S35,2016-01-05,13:20:00,5,0,S,water,2.5,drink,15,conference_room_small
restaurant,S36,2016-01-02,13:05:00,1,13,S,super soup,14.0,dinner,15,conference_room_small
restaurant,S36,2016-01-10,05:16:00,2,7,S,simple-lunch,5.0,lunch,15,conference_room_small
S34,S34,2016-02-26,19:33:00,1,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
S35,S35,2016-02-27,03:54:00,4,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S36,2016-02-29,02:58:00,3,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,S54,2016-02-09,21:07:00,1,0,S,water,2.5,drink,15,conference_room_small
restaurant,S55,2016-02-10,16:27:00,1,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
restaurant,L13,2016-02-14,00:56:00,1,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,L13,2016-02-14,06:21:00,5,0,L,water,2.5,drink,50,conference_room_large
N69,N69,2016-03-03,03:16:00,2,10,N,surf 'n turf,17.0,dinner,1,normal_room
S35,S35,2016-03-31,05:00:00,3,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S35,2016-03-31,09:15:00,1,0,S,water,2.5,drink,15,conference_room_small
restaurant,S36,2016-03-30,05:03:00,2,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
L32,L32,2016-03-17,14:39:00,2,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
restaurant,S38,2016-04-04,14:47:00,2,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S39,2016-04-01,21:08:00,2,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
S90,S90,2016-01-10,13:00:00,4,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
S93,S93,2016-01-07,17:57:00,2,0,S,water,2.5,drink,15,conference_room_small
L33,L33,2016-03-16,06:52:00,2,1,L,soft-drink,3.0,drink,50,conference_room_large
restaurant,S96,2016-03-20,04:28:00,1,14,S,coffee,3.0,drink,15,conference_room_small
restaurant,S97,2016-03-19,07:59:00,3,12,S,spareribs,17.0,dinner,15,conference_room_small
S38,S38,2016-02-23,05:50:00,4,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,L5,2016-01-21,00:29:00,3,14,L,coffee,3.0,drink,50,conference_room_large
L15,L15,2016-02-03,20:01:00,3,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,S43,2016-02-24,06:26:00,3,6,S,deluxe-breakfast,12.0,breakfast,15,conference_room_small
S44,S44,2016-02-23,11:21:00,5,2,S,beer,3.5,alcoholic-drink,15,conference_room_small
S46,S46,2016-02-22,00:09:00,3,15,S,tea,2.5,drink,15,conference_room_small
restaurant,L18,2016-02-25,15:01:00,4,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
L19,L19,2016-02-25,17:48:00,2,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L15,2016-02-16,05:52:00,5,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,L15,2016-02-11,19:43:00,1,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
L15,L15,2016-02-14,12:37:00,3,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L15,2016-02-16,08:41:00,4,15,L,tea,2.5,drink,50,conference_room_large
restaurant,L15,2016-02-12,21:44:00,5,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,L15,2016-02-12,04:44:00,1,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
L24,L24,2016-02-03,14:01:00,1,8,L,deluxe-lunch,10.0,lunch,50,conference_room_large
restaurant,S87,2016-02-10,00:09:00,2,8,S,deluxe-lunch,10.0,lunch,15,conference_room_small
L5,L5,2016-03-06,19:58:00,1,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L5,2016-03-04,23:06:00,1,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
S47,S47,2016-02-24,22:11:00,1,5,S,french-breakfast,7.0,breakfast,15,conference_room_small
S48,S48,2016-02-23,01:27:00,1,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,S49,2016-02-26,02:42:00,3,10,S,surf 'n turf,17.0,dinner,15,conference_room_small
restaurant,S50,2016-02-20,09:08:00,4,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S50,2016-02-20,19:12:00,2,12,S,spareribs,17.0,dinner,15,conference_room_small
restaurant,L31,2016-01-20,14:35:00,2,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
L31,L31,2016-01-21,16:54:00,5,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L31,2016-01-26,00:09:00,2,11,L,vegetarian lasagna,16.0,dinner,50,conference_room_large
L31,L31,2016-01-21,13:06:00,5,15,L,tea,2.5,drink,50,conference_room_large
restaurant,S56,2016-03-02,12:46:00,1,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,S57,2016-03-07,01:55:00,5,7,S,simple-lunch,5.0,lunch,15,conference_room_small
S57,S57,2016-03-13,09:32:00,3,0,S,water,2.5,drink,15,conference_room_small
restaurant,S57,2016-03-03,04:44:00,3,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
L25,L25,2016-01-18,16:48:00,5,14,L,coffee,3.0,drink,50,conference_room_large
restaurant,L25,2016-01-16,06:53:00,1,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
restaurant,L22,2016-01-31,18:33:00,5,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
L22,L22,2016-01-26,07:30:00,1,0,L,water,2.5,drink,50,conference_room_large
restaurant,L22,2016-01-27,13:32:00,5,15,L,tea,2.5,drink,50,conference_room_large
L17,L17,2016-02-21,03:36:00,2,15,L,tea,2.5,drink,50,conference_room_large
restaurant,S36,2016-02-15,10:12:00,1,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
restaurant,S100,2016-03-22,08:11:00,2,4,S,simple-breakfast,5.0,breakfast,15,conference_room_small
S102,S102,2016-03-25,16:15:00,2,9,S,steak 'n stuff,18.0,dinner,15,conference_room_small
restaurant,S103,2016-03-24,20:47:00,4,3,S,wine,3.5,alcoholic-drink,15,conference_room_small
restaurant,S104,2016-03-23,01:05:00,4,11,S,vegetarian lasagna,16.0,dinner,15,conference_room_small
restaurant,L31,2016-03-23,16:24:00,5,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
L31,L31,2016-03-22,10:21:00,3,5,L,french-breakfast,7.0,breakfast,50,conference_room_large
restaurant,L31,2016-03-18,12:36:00,3,6,L,deluxe-breakfast,12.0,breakfast,50,conference_room_large
L16,L16,2016-03-21,04:14:00,2,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,L23,2016-03-21,13:48:00,3,10,L,surf 'n turf,17.0,dinner,50,conference_room_large
restaurant,S40,2016-01-22,09:06:00,4,14,S,coffee,3.0,drink,15,conference_room_small
N72,N72,2016-01-14,21:41:00,5,0,N,water,2.5,drink,1,normal_room
L32,L32,2016-01-21,03:28:00,4,12,L,spareribs,17.0,dinner,50,conference_room_large
restaurant,L32,2016-01-21,01:01:00,2,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
L6,L6,2016-03-12,04:15:00,4,4,L,simple-breakfast,5.0,breakfast,50,conference_room_large
restaurant,L6,2016-03-14,04:35:00,1,13,L,super soup,14.0,dinner,50,conference_room_large
restaurant,L6,2016-03-12,09:18:00,1,7,L,simple-lunch,5.0,lunch,50,conference_room_large
S58,S58,2016-03-08,14:58:00,1,15,S,tea,2.5,drink,15,conference_room_small
L32,L32,2016-03-06,00:09:00,3,2,L,beer,3.5,alcoholic-drink,50,conference_room_large
restaurant,L32,2016-03-06,17:55:00,5,9,L,steak 'n stuff,18.0,dinner,50,conference_room_large
restaurant,L33,2016-03-07,15:55:00,4,12,L,spareribs,17.0,dinner,50,conference_room_large
